"i","namei","wi","j","namej","wj","fij"
182,"Bar-le-Duc",13929,171,"Sarrebourg",16660,1
182,"Bar-le-Duc",13929,166,"Verdun",16703,202
182,"Bar-le-Duc",13929,25,"Dijon",164440,3
182,"Bar-le-Duc",13929,222,"Luneville",9333,1
182,"Bar-le-Duc",13929,48,"Troyes",75562,3
182,"Bar-le-Duc",13929,427,"Commercy",2868,120
182,"Bar-le-Duc",13929,221,"La Bresse",10171,4
182,"Bar-le-Duc",13929,115,"Longwy (partie francaise)",29599,4
182,"Bar-le-Duc",13929,306,"Rethel",5425,4
182,"Bar-le-Duc",13929,572,"Ligny-en-Barrois",1908,424
182,"Bar-le-Duc",13929,733,"Sarre-Union",1104,4
182,"Bar-le-Duc",13929,29,"Reims",132176,3
182,"Bar-le-Duc",13929,34,"Mulhouse",110707,4
182,"Bar-le-Duc",13929,20,"Nancy",179286,258
182,"Bar-le-Duc",13929,95,"Epinal",38365,7
182,"Bar-le-Duc",13929,331,"Jarny",4834,9
182,"Bar-le-Duc",13929,330,"Neufchateau",4745,8
182,"Bar-le-Duc",13929,186,"Vitry-le-Francois",12476,52
182,"Bar-le-Duc",13929,182,"Bar-le-Duc",13929,10249
182,"Bar-le-Duc",13929,230,"Pont-a-Mousson",9847,7
185,"Sedan",11171,636,"Carignan",1600,167
185,"Sedan",11171,179,"Beaune",15713,3
185,"Sedan",11171,185,"Sedan",11171,6813
185,"Sedan",11171,531,"Fumay",1930,4
185,"Sedan",11171,29,"Reims",132176,95
185,"Sedan",11171,166,"Verdun",16703,3
185,"Sedan",11171,133,"Haguenau",25822,3
185,"Sedan",11171,512,"Bogny-sur-Meuse",2058,37
185,"Sedan",11171,665,"Stenay",1529,20
185,"Sedan",11171,144,"Saint-Dizier",20245,4
185,"Sedan",11171,446,"Revin",2349,4
185,"Sedan",11171,306,"Rethel",5425,28
185,"Sedan",11171,48,"Troyes",75562,1
185,"Sedan",11171,80,"Charleville-Mezieres",41261,1725
185,"Sedan",11171,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,1
185,"Sedan",11171,83,"Nevers",39275,4
185,"Sedan",11171,20,"Nancy",179286,9
185,"Sedan",11171,107,"Chalons-en-Champagne",33720,3
185,"Sedan",11171,529,"Vouziers",2120,24
186,"Vitry-le-Francois",12476,129,"Sens",24625,1
186,"Vitry-le-Francois",12476,761,"Vertus",1008,4
186,"Vitry-le-Francois",12476,107,"Chalons-en-Champagne",33720,486
186,"Vitry-le-Francois",12476,24,"Metz",167292,3
186,"Vitry-le-Francois",12476,427,"Commercy",2868,4
186,"Vitry-le-Francois",12476,289,"Romilly-sur-Seine",5049,4
186,"Vitry-le-Francois",12476,721,"Arcis-sur-Aube",1243,4
186,"Vitry-le-Francois",12476,692,"Suippes",2064,4
186,"Vitry-le-Francois",12476,48,"Troyes",75562,43
186,"Vitry-le-Francois",12476,654,"Brienne-le-Chateau",1472,20
186,"Vitry-le-Francois",12476,699,"Montmirail",1396,4
186,"Vitry-le-Francois",12476,237,"Toul",8905,3
186,"Vitry-le-Francois",12476,144,"Saint-Dizier",20245,477
186,"Vitry-le-Francois",12476,655,"Wassy",1568,4
186,"Vitry-le-Francois",12476,161,"Chaumont",18206,12
186,"Vitry-le-Francois",12476,96,"Auxerre",38167,4
186,"Vitry-le-Francois",12476,29,"Reims",132176,160
186,"Vitry-le-Francois",12476,542,"Joinville",1769,8
186,"Vitry-le-Francois",12476,20,"Nancy",179286,4
186,"Vitry-le-Francois",12476,166,"Verdun",16703,6
186,"Vitry-le-Francois",12476,80,"Charleville-Mezieres",41261,4
186,"Vitry-le-Francois",12476,25,"Dijon",164440,4
186,"Vitry-le-Francois",12476,186,"Vitry-le-Francois",12476,9529
186,"Vitry-le-Francois",12476,175,"Epernay",15468,5
186,"Vitry-le-Francois",12476,83,"Nevers",39275,4
186,"Vitry-le-Francois",12476,182,"Bar-le-Duc",13929,55
186,"Vitry-le-Francois",12476,88,"Macon",43707,3
192,"Thann - Cernay",12752,95,"Epinal",38365,8
192,"Thann - Cernay",12752,243,"Remiremont",8815,4
192,"Thann - Cernay",12752,48,"Troyes",75562,4
192,"Thann - Cernay",12752,24,"Metz",167292,7
192,"Thann - Cernay",12752,59,"Thionville",55321,4
192,"Thann - Cernay",12752,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,113
192,"Thann - Cernay",12752,257,"Selestat",8479,3
192,"Thann - Cernay",12752,198,"Guebwiller",12219,620
192,"Thann - Cernay",12752,414,"Clamecy",2977,4
192,"Thann - Cernay",12752,629,"Rouffach",2015,28
192,"Thann - Cernay",12752,557,"Neuf-Brisach",2333,4
192,"Thann - Cernay",12752,41,"Besancon",104571,4
192,"Thann - Cernay",12752,612,"Ribeauville",2063,4
192,"Thann - Cernay",12752,73,"Belfort",45018,133
192,"Thann - Cernay",12752,192,"Thann - Cernay",12752,6336
192,"Thann - Cernay",12752,9,"Strasbourg (partie francaise)",332143,74
192,"Thann - Cernay",12752,20,"Nancy",179286,12
192,"Thann - Cernay",12752,737,"Fessenheim",1559,12
192,"Thann - Cernay",12752,52,"Montbeliard",62478,26
192,"Thann - Cernay",12752,145,"Saint-Die-des-Vosges",19642,3
192,"Thann - Cernay",12752,284,"Le Thillot",5869,77
192,"Thann - Cernay",12752,34,"Mulhouse",110707,3269
192,"Thann - Cernay",12752,366,"Delle (partie francaise)",3957,4
192,"Thann - Cernay",12752,221,"La Bresse",10171,20
192,"Thann - Cernay",12752,64,"Colmar",55183,203
196,"Pontarlier",13649,48,"Troyes",75562,3
196,"Pontarlier",13649,315,"Saint-Claude",4756,4
196,"Pontarlier",13649,135,"Vesoul",25291,17
196,"Pontarlier",13649,73,"Belfort",45018,24
196,"Pontarlier",13649,565,"Baume-les-Dames",2221,4
196,"Pontarlier",13649,138,"Lons-le-Saunier",24340,15
196,"Pontarlier",13649,547,"Poligny",2172,16
196,"Pontarlier",13649,25,"Dijon",164440,9
196,"Pontarlier",13649,52,"Montbeliard",62478,51
196,"Pontarlier",13649,264,"Gray",6854,7
196,"Pontarlier",13649,80,"Charleville-Mezieres",41261,3
196,"Pontarlier",13649,366,"Delle (partie francaise)",3957,8
196,"Pontarlier",13649,196,"Pontarlier",13649,8986
196,"Pontarlier",13649,124,"Dole",26067,22
196,"Pontarlier",13649,728,"Salins-les-Bains",1124,8
196,"Pontarlier",13649,647,"Arbois",1872,8
196,"Pontarlier",13649,620,"Valdahon",2708,108
196,"Pontarlier",13649,396,"Morteau",4767,123
196,"Pontarlier",13649,678,"Saint-Lupicin",1564,4
196,"Pontarlier",13649,41,"Besancon",104571,586
196,"Pontarlier",13649,673,"Ornans",1776,56
196,"Pontarlier",13649,303,"Champagnole",5449,47
198,"Guebwiller",12219,161,"Chaumont",18206,10
198,"Guebwiller",12219,612,"Ribeauville",2063,4
198,"Guebwiller",12219,251,"Saverne",8453,3
198,"Guebwiller",12219,557,"Neuf-Brisach",2333,20
198,"Guebwiller",12219,9,"Strasbourg (partie francaise)",332143,21
198,"Guebwiller",12219,198,"Guebwiller",12219,5143
198,"Guebwiller",12219,34,"Mulhouse",110707,1251
198,"Guebwiller",12219,629,"Rouffach",2015,112
198,"Guebwiller",12219,737,"Fessenheim",1559,20
198,"Guebwiller",12219,192,"Thann - Cernay",12752,330
198,"Guebwiller",12219,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,4
198,"Guebwiller",12219,257,"Selestat",8479,17
198,"Guebwiller",12219,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,28
198,"Guebwiller",12219,64,"Colmar",55183,342
198,"Guebwiller",12219,41,"Besancon",104571,3
198,"Guebwiller",12219,658,"Marckolsheim",1712,4
198,"Guebwiller",12219,73,"Belfort",45018,53
198,"Guebwiller",12219,166,"Verdun",16703,7
198,"Guebwiller",12219,186,"Vitry-le-Francois",12476,4
198,"Guebwiller",12219,52,"Montbeliard",62478,11
221,"La Bresse",10171,222,"Luneville",9333,6
221,"La Bresse",10171,52,"Montbeliard",62478,4
221,"La Bresse",10171,586,"Baccarat",1833,4
221,"La Bresse",10171,9,"Strasbourg (partie francaise)",332143,6
221,"La Bresse",10171,161,"Chaumont",18206,4
221,"La Bresse",10171,568,"Bruyeres",1963,16
221,"La Bresse",10171,59,"Thionville",55321,5
221,"La Bresse",10171,145,"Saint-Die-des-Vosges",19642,67
221,"La Bresse",10171,135,"Vesoul",25291,11
221,"La Bresse",10171,331,"Jarny",4834,4
221,"La Bresse",10171,95,"Epinal",38365,178
221,"La Bresse",10171,372,"Gerardmer",4009,206
221,"La Bresse",10171,243,"Remiremont",8815,607
221,"La Bresse",10171,292,"Luxeuil-les-Bains",5942,8
221,"La Bresse",10171,386,"Mirecourt",3530,4
221,"La Bresse",10171,221,"La Bresse",10171,6483
221,"La Bresse",10171,24,"Metz",167292,2
221,"La Bresse",10171,156,"Sarreguemines (partie francaise)",18304,1
221,"La Bresse",10171,284,"Le Thillot",5869,422
221,"La Bresse",10171,48,"Troyes",75562,7
221,"La Bresse",10171,138,"Lons-le-Saunier",24340,3
221,"La Bresse",10171,20,"Nancy",179286,48
221,"La Bresse",10171,73,"Belfort",45018,4
221,"La Bresse",10171,60,"Chalon-sur-Saone",55807,3
221,"La Bresse",10171,192,"Thann - Cernay",12752,4
222,"Luneville",9333,506,"Dieuze",2549,4
222,"Luneville",9333,568,"Bruyeres",1963,4
222,"Luneville",9333,386,"Mirecourt",3530,8
222,"Luneville",9333,523,"Rambervillers",1946,12
222,"Luneville",9333,24,"Metz",167292,32
222,"Luneville",9333,287,"Avallon",6542,4
222,"Luneville",9333,596,"Ingwiller",2241,4
222,"Luneville",9333,658,"Marckolsheim",1712,4
222,"Luneville",9333,25,"Dijon",164440,4
222,"Luneville",9333,20,"Nancy",179286,2598
222,"Luneville",9333,48,"Troyes",75562,3
222,"Luneville",9333,603,"Mourmelon-le-Grand",2698,4
222,"Luneville",9333,186,"Vitry-le-Francois",12476,3
222,"Luneville",9333,95,"Epinal",38365,56
222,"Luneville",9333,156,"Sarreguemines (partie francaise)",18304,4
222,"Luneville",9333,472,"Briey",3186,4
222,"Luneville",9333,419,"Raon-l'Etape",2724,52
222,"Luneville",9333,171,"Sarrebourg",16660,36
222,"Luneville",9333,222,"Luneville",9333,5300
222,"Luneville",9333,145,"Saint-Die-des-Vosges",19642,78
222,"Luneville",9333,59,"Thionville",55321,14
222,"Luneville",9333,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,6
222,"Luneville",9333,586,"Baccarat",1833,140
222,"Luneville",9333,257,"Selestat",8479,4
222,"Luneville",9333,52,"Montbeliard",62478,4
222,"Luneville",9333,301,"Reichshoffen - Niederbronn-les-Bains",6162,4
222,"Luneville",9333,237,"Toul",8905,11
222,"Luneville",9333,9,"Strasbourg (partie francaise)",332143,17
222,"Luneville",9333,230,"Pont-a-Mousson",9847,2
225,"Autun",9348,741,"Charolles",960,4
225,"Autun",9348,179,"Beaune",15713,25
225,"Autun",9348,60,"Chalon-sur-Saone",55807,107
225,"Autun",9348,225,"Autun",9348,7483
225,"Autun",9348,88,"Macon",43707,5
225,"Autun",9348,41,"Besancon",104571,10
225,"Autun",9348,124,"Dole",26067,4
225,"Autun",9348,83,"Nevers",39275,4
225,"Autun",9348,25,"Dijon",164440,76
225,"Autun",9348,760,"Toucy",1029,8
225,"Autun",9348,286,"Louhans",6337,4
225,"Autun",9348,172,"Le Creusot",13529,397
225,"Autun",9348,344,"Digoin",4162,4
225,"Autun",9348,389,"Gueugnon",3255,4
225,"Autun",9348,503,"Bourbon-Lancy",2461,24
225,"Autun",9348,154,"Montceau-les-Mines",15982,59
225,"Autun",9348,135,"Vesoul",25291,8
225,"Autun",9348,175,"Epernay",15468,3
230,"Pont-a-Mousson",9847,60,"Chalon-sur-Saone",55807,4
230,"Pont-a-Mousson",9847,506,"Dieuze",2549,4
230,"Pont-a-Mousson",9847,52,"Montbeliard",62478,6
230,"Pont-a-Mousson",9847,156,"Sarreguemines (partie francaise)",18304,4
230,"Pont-a-Mousson",9847,9,"Strasbourg (partie francaise)",332143,3
230,"Pont-a-Mousson",9847,230,"Pont-a-Mousson",9847,5043
230,"Pont-a-Mousson",9847,472,"Briey",3186,8
230,"Pont-a-Mousson",9847,135,"Vesoul",25291,7
230,"Pont-a-Mousson",9847,24,"Metz",167292,1152
230,"Pont-a-Mousson",9847,559,"Saint-Mihiel",1791,16
230,"Pont-a-Mousson",9847,115,"Longwy (partie francaise)",29599,8
230,"Pont-a-Mousson",9847,222,"Luneville",9333,17
230,"Pont-a-Mousson",9847,95,"Epinal",38365,4
230,"Pont-a-Mousson",9847,182,"Bar-le-Duc",13929,12
230,"Pont-a-Mousson",9847,166,"Verdun",16703,15
230,"Pont-a-Mousson",9847,174,"Saint-Avold (partie francaise)",13587,7
230,"Pont-a-Mousson",9847,59,"Thionville",55321,36
230,"Pont-a-Mousson",9847,331,"Jarny",4834,8
230,"Pont-a-Mousson",9847,280,"Creutzwald",6152,3
230,"Pont-a-Mousson",9847,20,"Nancy",179286,1988
230,"Pont-a-Mousson",9847,237,"Toul",8905,121
237,"Toul",8905,60,"Chalon-sur-Saone",55807,4
237,"Toul",8905,230,"Pont-a-Mousson",9847,119
237,"Toul",8905,507,"Vittel",2581,8
237,"Toul",8905,179,"Beaune",15713,3
237,"Toul",8905,144,"Saint-Dizier",20245,18
237,"Toul",8905,48,"Troyes",75562,6
237,"Toul",8905,174,"Saint-Avold (partie francaise)",13587,3
237,"Toul",8905,20,"Nancy",179286,3644
237,"Toul",8905,73,"Belfort",45018,4
237,"Toul",8905,331,"Jarny",4834,4
237,"Toul",8905,559,"Saint-Mihiel",1791,8
237,"Toul",8905,330,"Neufchateau",4745,48
237,"Toul",8905,166,"Verdun",16703,18
237,"Toul",8905,145,"Saint-Die-des-Vosges",19642,1
237,"Toul",8905,237,"Toul",8905,4308
237,"Toul",8905,52,"Montbeliard",62478,1
237,"Toul",8905,171,"Sarrebourg",16660,4
237,"Toul",8905,372,"Gerardmer",4009,8
237,"Toul",8905,24,"Metz",167292,103
237,"Toul",8905,133,"Haguenau",25822,3
237,"Toul",8905,222,"Luneville",9333,13
237,"Toul",8905,427,"Commercy",2868,108
237,"Toul",8905,306,"Rethel",5425,4
237,"Toul",8905,182,"Bar-le-Duc",13929,13
237,"Toul",8905,572,"Ligny-en-Barrois",1908,16
237,"Toul",8905,124,"Dole",26067,4
237,"Toul",8905,386,"Mirecourt",3530,8
237,"Toul",8905,9,"Strasbourg (partie francaise)",332143,7
237,"Toul",8905,25,"Dijon",164440,5
237,"Toul",8905,88,"Macon",43707,6
237,"Toul",8905,506,"Dieuze",2549,4
237,"Toul",8905,95,"Epinal",38365,12
237,"Toul",8905,115,"Longwy (partie francaise)",29599,60
243,"Remiremont",8815,41,"Besancon",104571,9
243,"Remiremont",8815,24,"Metz",167292,15
243,"Remiremont",8815,331,"Jarny",4834,4
243,"Remiremont",8815,284,"Le Thillot",5869,681
243,"Remiremont",8815,542,"Joinville",1769,4
243,"Remiremont",8815,20,"Nancy",179286,130
243,"Remiremont",8815,29,"Reims",132176,4
243,"Remiremont",8815,196,"Pontarlier",13649,3
243,"Remiremont",8815,230,"Pont-a-Mousson",9847,4
243,"Remiremont",8815,60,"Chalon-sur-Saone",55807,4
243,"Remiremont",8815,372,"Gerardmer",4009,107
243,"Remiremont",8815,419,"Raon-l'Etape",2724,8
243,"Remiremont",8815,568,"Bruyeres",1963,56
243,"Remiremont",8815,586,"Baccarat",1833,17
243,"Remiremont",8815,427,"Commercy",2868,4
243,"Remiremont",8815,292,"Luxeuil-les-Bains",5942,20
243,"Remiremont",8815,9,"Strasbourg (partie francaise)",332143,18
243,"Remiremont",8815,237,"Toul",8905,5
243,"Remiremont",8815,161,"Chaumont",18206,3
243,"Remiremont",8815,145,"Saint-Die-des-Vosges",19642,60
243,"Remiremont",8815,95,"Epinal",38365,1082
243,"Remiremont",8815,386,"Mirecourt",3530,16
243,"Remiremont",8815,52,"Montbeliard",62478,4
243,"Remiremont",8815,221,"La Bresse",10171,1534
243,"Remiremont",8815,523,"Rambervillers",1946,8
243,"Remiremont",8815,48,"Troyes",75562,8
243,"Remiremont",8815,507,"Vittel",2581,8
243,"Remiremont",8815,175,"Epernay",15468,3
243,"Remiremont",8815,186,"Vitry-le-Francois",12476,16
243,"Remiremont",8815,156,"Sarreguemines (partie francaise)",18304,4
243,"Remiremont",8815,144,"Saint-Dizier",20245,16
243,"Remiremont",8815,25,"Dijon",164440,1
243,"Remiremont",8815,303,"Champagnole",5449,4
243,"Remiremont",8815,629,"Rouffach",2015,4
243,"Remiremont",8815,135,"Vesoul",25291,12
243,"Remiremont",8815,34,"Mulhouse",110707,6
243,"Remiremont",8815,243,"Remiremont",8815,5691
251,"Saverne",8453,419,"Raon-l'Etape",2724,4
251,"Saverne",8453,52,"Montbeliard",62478,5
251,"Saverne",8453,448,"Sainte-Marie-aux-Mines",2660,4
251,"Saverne",8453,301,"Reichshoffen - Niederbronn-les-Bains",6162,36
251,"Saverne",8453,41,"Besancon",104571,5
251,"Saverne",8453,20,"Nancy",179286,10
251,"Saverne",8453,733,"Sarre-Union",1104,29
251,"Saverne",8453,9,"Strasbourg (partie francaise)",332143,3427
251,"Saverne",8453,34,"Mulhouse",110707,3
251,"Saverne",8453,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,4
251,"Saverne",8453,25,"Dijon",164440,9
251,"Saverne",8453,138,"Lons-le-Saunier",24340,7
251,"Saverne",8453,586,"Baccarat",1833,4
251,"Saverne",8453,80,"Charleville-Mezieres",41261,4
251,"Saverne",8453,257,"Selestat",8479,4
251,"Saverne",8453,596,"Ingwiller",2241,96
251,"Saverne",8453,73,"Belfort",45018,7
251,"Saverne",8453,251,"Saverne",8453,4328
251,"Saverne",8453,344,"Digoin",4162,4
251,"Saverne",8453,64,"Colmar",55183,29
251,"Saverne",8453,24,"Metz",167292,13
251,"Saverne",8453,171,"Sarrebourg",16660,535
251,"Saverne",8453,145,"Saint-Die-des-Vosges",19642,4
251,"Saverne",8453,124,"Dole",26067,3
251,"Saverne",8453,133,"Haguenau",25822,107
251,"Saverne",8453,415,"Wissembourg (partie francaise)",3759,4
251,"Saverne",8453,506,"Dieuze",2549,4
251,"Saverne",8453,135,"Vesoul",25291,4
251,"Saverne",8453,174,"Saint-Avold (partie francaise)",13587,7
251,"Saverne",8453,198,"Guebwiller",12219,4
251,"Saverne",8453,222,"Luneville",9333,3
251,"Saverne",8453,156,"Sarreguemines (partie francaise)",18304,9
257,"Selestat",8479,135,"Vesoul",25291,1
257,"Selestat",8479,442,"Morez",3227,4
257,"Selestat",8479,20,"Nancy",179286,1
257,"Selestat",8479,658,"Marckolsheim",1712,140
257,"Selestat",8479,192,"Thann - Cernay",12752,7
257,"Selestat",8479,612,"Ribeauville",2063,32
257,"Selestat",8479,29,"Reims",132176,2
257,"Selestat",8479,629,"Rouffach",2015,20
257,"Selestat",8479,144,"Saint-Dizier",20245,13
257,"Selestat",8479,557,"Neuf-Brisach",2333,28
257,"Selestat",8479,145,"Saint-Die-des-Vosges",19642,58
257,"Selestat",8479,34,"Mulhouse",110707,82
257,"Selestat",8479,770,"Biesheim",1022,8
257,"Selestat",8479,198,"Guebwiller",12219,7
257,"Selestat",8479,133,"Haguenau",25822,10
257,"Selestat",8479,251,"Saverne",8453,10
257,"Selestat",8479,737,"Fessenheim",1559,4
257,"Selestat",8479,448,"Sainte-Marie-aux-Mines",2660,241
257,"Selestat",8479,286,"Louhans",6337,4
257,"Selestat",8479,88,"Macon",43707,1
257,"Selestat",8479,24,"Metz",167292,5
257,"Selestat",8479,73,"Belfort",45018,8
257,"Selestat",8479,98,"Bale (SUI) - Saint-Louis (partie francaise)",43663,16
257,"Selestat",8479,9,"Strasbourg (partie francaise)",332143,2099
257,"Selestat",8479,257,"Selestat",8479,3994
257,"Selestat",8479,762,"Liepvre",1099,187
257,"Selestat",8479,64,"Colmar",55183,529
257,"Selestat",8479,372,"Gerardmer",4009,4
264,"Gray",6854,124,"Dole",26067,37
264,"Gray",6854,25,"Dijon",164440,321
264,"Gray",6854,52,"Montbeliard",62478,10
264,"Gray",6854,366,"Delle (partie francaise)",3957,8
264,"Gray",6854,292,"Luxeuil-les-Bains",5942,8
264,"Gray",6854,264,"Gray",6854,4804
264,"Gray",6854,620,"Valdahon",2708,12
264,"Gray",6854,135,"Vesoul",25291,67
264,"Gray",6854,145,"Saint-Die-des-Vosges",19642,4
264,"Gray",6854,20,"Nancy",179286,4
264,"Gray",6854,298,"Langres",5946,4
264,"Gray",6854,41,"Besancon",104571,565
280,"Creutzwald",6152,9,"Strasbourg (partie francaise)",332143,3
280,"Creutzwald",6152,171,"Sarrebourg",16660,4
280,"Creutzwald",6152,20,"Nancy",179286,3
280,"Creutzwald",6152,34,"Mulhouse",110707,3
280,"Creutzwald",6152,221,"La Bresse",10171,4
280,"Creutzwald",6152,59,"Thionville",55321,10
280,"Creutzwald",6152,115,"Longwy (partie francaise)",29599,3
280,"Creutzwald",6152,29,"Reims",132176,3
280,"Creutzwald",6152,64,"Colmar",55183,4
280,"Creutzwald",6152,280,"Creutzwald",6152,2465
280,"Creutzwald",6152,156,"Sarreguemines (partie francaise)",18304,23
280,"Creutzwald",6152,174,"Saint-Avold (partie francaise)",13587,928
280,"Creutzwald",6152,24,"Metz",167292,136
280,"Creutzwald",6152,82,"Sarrebruck (ALL) - Forbach (partie francaise)",36342,481
280,"Creutzwald",6152,625,"Bouzonville",1541,82
280,"Creutzwald",6152,41,"Besancon",104571,4
284,"Le Thillot",5869,29,"Reims",132176,4
284,"Le Thillot",5869,135,"Vesoul",25291,4
284,"Le Thillot",5869,284,"Le Thillot",5869,3893
284,"Le Thillot",5869,73,"Belfort",45018,4
284,"Le Thillot",5869,9,"Strasbourg (partie francaise)",332143,8
284,"Le Thillot",5869,41,"Besancon",104571,1
284,"Le Thillot",5869,95,"Epinal",38365,131
284,"Le Thillot",5869,145,"Saint-Die-des-Vosges",19642,12
284,"Le Thillot",5869,192,"Thann - Cernay",12752,5
284,"Le Thillot",5869,24,"Metz",167292,3
284,"Le Thillot",5869,264,"Gray",6854,4
284,"Le Thillot",5869,20,"Nancy",179286,33
284,"Le Thillot",5869,64,"Colmar",55183,1
284,"Le Thillot",5869,221,"La Bresse",10171,323
284,"Le Thillot",5869,243,"Remiremont",8815,417
284,"Le Thillot",5869,292,"Luxeuil-les-Bains",5942,12
284,"Le Thillot",5869,34,"Mulhouse",110707,3
284,"Le Thillot",5869,372,"Gerardmer",4009,33
286,"Louhans",6337,225,"Autun",9348,12
286,"Louhans",6337,71,"Bourg-en-Bresse",52386,4
286,"Louhans",6337,88,"Macon",43707,34
286,"Louhans",6337,25,"Dijon",164440,26
286,"Louhans",6337,154,"Montceau-les-Mines",15982,12
286,"Louhans",6337,138,"Lons-le-Saunier",24340,246
286,"Louhans",6337,303,"Champagnole",5449,4
286,"Louhans",6337,530,"Tournus",1996,32
286,"Louhans",6337,286,"Louhans",6337,4329
286,"Louhans",6337,60,"Chalon-sur-Saone",55807,440
286,"Louhans",6337,315,"Saint-Claude",4756,3
286,"Louhans",6337,172,"Le Creusot",13529,4
286,"Louhans",6337,179,"Beaune",15713,10
286,"Louhans",6337,124,"Dole",26067,15
286,"Louhans",6337,734,"Saint-Amour",1292,8
286,"Louhans",6337,41,"Besancon",104571,8
287,"Avallon",6542,289,"Romilly-sur-Seine",5049,5
287,"Avallon",6542,469,"Tonnerre",2576,12
287,"Avallon",6542,48,"Troyes",75562,5
287,"Avallon",6542,96,"Auxerre",38167,199
287,"Avallon",6542,697,"Venarey-les-Laumes",1517,4
287,"Avallon",6542,129,"Sens",24625,21
287,"Avallon",6542,225,"Autun",9348,4
287,"Avallon",6542,1,"Paris",5599722,8
287,"Avallon",6542,334,"Migennes",3974,4
287,"Avallon",6542,633,"Cluny",1734,4
287,"Avallon",6542,60,"Chalon-sur-Saone",55807,10
287,"Avallon",6542,179,"Beaune",15713,1
287,"Avallon",6542,25,"Dijon",164440,41
287,"Avallon",6542,497,"Semur-en-Auxois",2899,28
287,"Avallon",6542,414,"Clamecy",2977,40
287,"Avallon",6542,83,"Nevers",39275,15
287,"Avallon",6542,287,"Avallon",6542,5009
287,"Avallon",6542,400,"Montbard",3566,4
289,"Romilly-sur-Seine",5049,469,"Tonnerre",2576,8
289,"Romilly-sur-Seine",5049,24,"Metz",167292,4
289,"Romilly-sur-Seine",5049,1,"Paris",5599722,8
289,"Romilly-sur-Seine",5049,289,"Romilly-sur-Seine",5049,2881
289,"Romilly-sur-Seine",5049,699,"Montmirail",1396,8
289,"Romilly-sur-Seine",5049,25,"Dijon",164440,4
289,"Romilly-sur-Seine",5049,186,"Vitry-le-Francois",12476,4
289,"Romilly-sur-Seine",5049,48,"Troyes",75562,694
289,"Romilly-sur-Seine",5049,386,"Mirecourt",3530,4
289,"Romilly-sur-Seine",5049,107,"Chalons-en-Champagne",33720,3
289,"Romilly-sur-Seine",5049,397,"Bar-sur-Aube",3709,4
289,"Romilly-sur-Seine",5049,456,"Sezanne",3217,41
289,"Romilly-sur-Seine",5049,721,"Arcis-sur-Aube",1243,20
289,"Romilly-sur-Seine",5049,129,"Sens",24625,7
289,"Romilly-sur-Seine",5049,524,"Nogent-sur-Seine",2294,80
289,"Romilly-sur-Seine",5049,20,"Nancy",179286,7
289,"Romilly-sur-Seine",5049,654,"Brienne-le-Chateau",1472,4
289,"Romilly-sur-Seine",5049,29,"Reims",132176,23
289,"Romilly-sur-Seine",5049,725,"Bar-sur-Seine",1112,4
292,"Luxeuil-les-Bains",5942,221,"La Bresse",10171,12
292,"Luxeuil-les-Bains",5942,675,"Saint-Loup-sur-Semouse",1144,152
292,"Luxeuil-les-Bains",5942,419,"Raon-l'Etape",2724,4
292,"Luxeuil-les-Bains",5942,568,"Bruyeres",1963,4
292,"Luxeuil-les-Bains",5942,20,"Nancy",179286,13
292,"Luxeuil-les-Bains",5942,366,"Delle (partie francaise)",3957,4
292,"Luxeuil-les-Bains",5942,565,"Baume-les-Dames",2221,4
292,"Luxeuil-les-Bains",5942,34,"Mulhouse",110707,11
292,"Luxeuil-les-Bains",5942,73,"Belfort",45018,65
292,"Luxeuil-les-Bains",5942,59,"Thionville",55321,3
292,"Luxeuil-les-Bains",5942,284,"Le Thillot",5869,8
292,"Luxeuil-les-Bains",5942,64,"Colmar",55183,4
292,"Luxeuil-les-Bains",5942,346,"Lure",4462,186
292,"Luxeuil-les-Bains",5942,330,"Neufchateau",4745,4
292,"Luxeuil-les-Bains",5942,135,"Vesoul",25291,438
292,"Luxeuil-les-Bains",5942,95,"Epinal",38365,31
292,"Luxeuil-les-Bains",5942,741,"Charolles",960,4
292,"Luxeuil-les-Bains",5942,192,"Thann - Cernay",12752,1
292,"Luxeuil-les-Bains",5942,24,"Metz",167292,4
292,"Luxeuil-les-Bains",5942,292,"Luxeuil-les-Bains",5942,3901
292,"Luxeuil-les-Bains",5942,243,"Remiremont",8815,61
292,"Luxeuil-les-Bains",5942,198,"Guebwiller",12219,4
292,"Luxeuil-les-Bains",5942,52,"Montbeliard",62478,39
292,"Luxeuil-les-Bains",5942,25,"Dijon",164440,15
292,"Luxeuil-les-Bains",5942,186,"Vitry-le-Francois",12476,4
292,"Luxeuil-les-Bains",5942,9,"Strasbourg (partie francaise)",332143,1
292,"Luxeuil-les-Bains",5942,144,"Saint-Dizier",20245,4
292,"Luxeuil-les-Bains",5942,264,"Gray",6854,8
292,"Luxeuil-les-Bains",5942,41,"Besancon",104571,37
298,"Langres",5946,29,"Reims",132176,13
298,"Langres",5946,135,"Vesoul",25291,8
298,"Langres",5946,25,"Dijon",164440,146
